05189	0.530	0.518
00026	1.466	1.454
07815	0.992	1.459
07814	0.992	1.459
07813	0.992	1.459
10711	1.407	1.449
10714	1.407	1.449
10710	1.410	1.449
06595	0.555	0.552
09115	0.555	0.552
07183	0.555	0.566
02157	1.414	1.432
00210	0.747	0.576
03768	0.592	0.586
00041	1.401	0.980
08032	1.331	1.399
03779	0.608	0.605
06432	1.370	1.375
00233	1.393	1.378
07724	1.361	1.385
04089	1.384	0.976
10795	1.298	1.371
04501	0.635	0.632
07175	0.675	0.629
07694	1.354	1.354
07695	1.354	1.354
10806	1.298	1.344
10828	1.298	1.342
03495	1.001	1.337
00247	0.975	0.674
07780	0.996	1.323
07663	0.685	0.700
10839	1.298	1.316
12275	1.281	1.315
02420	1.002	1.312
02419	1.011	1.312
12276	1.281	1.303
07693	1.302	1.302
10492	1.333	1.333
07788	1.000	1.303
07789	1.000	1.303
04571	1.298	0.999
04516	1.026	1.284
06270	1.294	0.998
03721	0.709	0.757
03705	0.710	0.714
03702	0.710	0.714
03701	0.710	0.714
03706	0.710	0.714
03703	0.710	0.714
03704	0.710	0.714
03700	0.710	0.714
05561	0.976	1.261
05565	0.976	1.261
05522	0.993	1.261
10624	0.950	1.274
10623	0.950	1.274
09808	0.962	1.274
09757	0.962	1.274
10625	0.974	1.274
03423	1.273	1.005
00248	1.268	0.937
03938	1.266	0.997
05915	0.998	1.264
09758	0.956	1.264
07677	1.261	1.261
07729	0.742	0.742
01228	0.955	1.257
04980	1.254	0.996
04977	1.254	0.996
00131	1.254	1.212
12644	1.252	0.962
08275	1.000	1.254
08276	1.000	1.254
05409	1.000	1.233
03932	1.247	0.997
00014	1.221	1.246
04059	0.792	0.755
01227	0.989	1.240
12273	1.212	1.238
12289	1.212	1.238
10359	0.763	0.821
08075	1.235	1.028
00415	0.832	0.765
07718	0.766	0.766
07797	0.978	1.229
07800	0.978	1.229
07799	0.981	1.229
07796	0.978	1.229
07795	0.989	1.229
06120	1.228	1.000
06237	1.228	0.996
06281	1.225	0.998
06303	1.225	0.998
05914	0.994	1.224
05913	0.994	1.224
03936	1.222	0.997
01202	1.008	1.217
05017	1.026	1.115
05018	1.026	1.115
00019	1.173	1.212
09746	0.973	1.212
09738	0.975	1.212
09736	0.975	1.212
09745	0.972	1.212
11711	0.972	1.212
09742	0.972	1.212
06177	0.795	0.809
08990	1.202	1.013
04928	1.039	1.091
04927	1.013	1.091
06236	1.199	0.996
00130	1.197	1.170
07710	0.804	0.804
06353	0.998	1.197
07691	0.805	0.805
01129	1.024	1.192
06354	1.000	1.189
01130	0.987	1.192
06203	1.189	0.997
01558	1.006	1.188
06810	1.184	1.031
05921	1.182	1.000
00211	0.822	0.957
00222	0.822	0.966
01265	1.176	1.013
06420	1.176	1.002
07164	1.010	1.176
07790	1.000	1.176
07787	1.000	1.176
01536	1.167	1.174
06264	1.174	0.987
00653	1.170	1.173
00652	1.170	1.173
00651	1.170	1.173
00650	1.170	1.173
00654	1.170	1.173
07664	0.829	0.898
08600	1.169	1.017
05413	0.997	1.120
05411	0.997	1.120
04929	1.013	1.072
07791	1.001	1.164
07765	1.167	1.032
07767	1.167	1.032
07764	1.167	0.963
07692	0.834	0.834
06185	0.997	1.166
09488	0.964	1.122
07754	1.061	1.165
01535	1.161	1.041
04505	1.026	1.158
08072	1.003	1.160
05461	0.991	1.154
06327	1.156	0.996
07794	1.003	1.151
07792	1.001	1.151
05920	1.154	1.000
07917	0.969	1.150
07906	0.969	1.150
07905	0.969	1.150
06176	0.850	0.848
06945	1.000	2.654
06928	1.000	2.654
04021	2.044	1.882
02445	1.628	1.631
02446	1.628	1.631
02626	0.435	0.388
02624	0.485	0.408
01876	1.585	1.588
01700	1.100	1.381
01692	1.045	1.381
01813	1.100	1.381
01822	1.100	1.381
06925	0.564	1.118
09159	0.583	0.583
03258	0.958	0.625
06927	1.063	1.278
02944	0.921	1.274
02943	0.921	1.274
02945	0.957	1.274
02946	0.975	1.274
02569	1.212	1.024
01716	1.045	1.180
01805	1.045	1.180
01947	1.045	1.100
01739	1.056	1.188
05549	0.809	0.924
02608	1.186	1.024
02037	0.973	1.145
02036	0.939	1.149
02035	0.993	1.149
02034	0.993	1.130
